,sentence,label,score
870,Ranked #1 among the largest Pharma companies in the 2021 PatientView Global Survey.,Governance - Systemic_Risk_Management,0.1956469863653183
871,"The survey was conducted from November 2021 to February 2022 across 2,150 respondent patient groups from 89 countries, covering 234 medical  specialties.",Social - Access_And_Affordability,0.6410529017448425
872,Forty-seven companies were assessed for performance on 10 patient related key-indicators of reputation.,Governance - Systemic_Risk_Management,0.5836190581321716
873,PatientView website.,Social - Access_And_Affordability,0.4212032854557037
874,"Pfizer 2022 ESG Report Performance Pfizer  — Continued  Human Capital  Colleague Diversity, Equity and Inclusion* 2020 2021 2022  Gender representation (global) Female Male Female Male Female Male  Vice President and above 38.1% 61.9% 41.5% 58.5% 43.1% 56.9%  Senior Director 42.4% 57.6% 46.4% 53.6% 48.4% 51.6%  Director 49.7% 50.3% 50.9% 49.1% 52.9% 47.1%  Manager / Senior Manager 50.7% 49.3% 52.0% 48.0% 53.6% 46.4%  Analyst and below 47.3% 52.7% 47.7% 52.3% 49.6% 50.4%  2022 Racial / Ethnic Group Representation (U.S.",Social - Employee_Engagement_Inclusion_And_Diversity,0.9734562039375304
875,only)* Asian Black or African Hispanic or White Two or More Other  American Latino Races  Vice President and above 14.4% 7.4% 5.4% 71.9% 0.9%  Senior Director 16.7% 3.7% 5.3% 72.5% 1.8%  Director 20.0% 5.0% 5.3% 67.7% 2.0%  Manager / Senior Manager 20.9% 6.1% 6.4% 64.5% 2.1%  Analyst and below 9.2% 21.2% 7.7% 58.4% 3.5%  * Colleagues who select “Do Not Disclose” or have not filled in their profile are not included in the denominator or numerator for gender or racial / ethnic representation.,Social - Employee_Engagement_Inclusion_And_Diversity,0.9701758623123168
876,Gender representation is calculated globally.,Social - Employee_Engagement_Inclusion_And_Diversity,0.9592640995979308
877,Puerto Rico is excluded  within racial / ethnic representation but included in the Global Gender Representation.,Social - Employee_Engagement_Inclusion_And_Diversity,0.974271833896637
878,"55 Pfizer 2022 ESG Report Performance =] Pfizer  Human Capital 2020 2021 2022  Description of talent and recruitment efforts 2020 ESG Report - 2021 ESG Report - 2022 ESG Report -  Social Narrative Social Narrative Social Narrative  Pay equity 2020 ESG Report - 2021 ESG Report - 2022 ESG Report -  Social Narrative Social Narrative Social Narrative  Employee Engagement and Purpose  Employee Engagement (composite score, favorable %)' 91% 90% 88%  Employee Purpose (favorable %)?",Social - Employee_Engagement_Inclusion_And_Diversity,0.8932174444198608
879,93% 92% 93%  Employee Turnover?,Social - Labor_Practices,0.7648686766624451
880,"Voluntary Employee Turnover 5.3% 7.2% 7.3%  Involuntary Employee Turnover 3.9% 5.3% 7.0%  1 Composite score across four questions: 1.1 am proud to work for Pfizer, 2.",Social - Labor_Practices,0.4419765472412109
881,"1 would recommend Pfizer as a great place to work, 3.",Governance - Product_Design_And_Lifecycle_Management,0.4276852309703827
882,"I would like to be working at Pfizer one year from now, 4.",,0.1471613496541977
883,"If lwere offered a comparable position with similar pay  and benefits at another company, I would stay with Pfizer.",Social - Labor_Practices,0.870673656463623
884,2 Scored from question: “My work contributes to our purpose - Breakthroughs that change patients’ lives”.,Social - Access_And_Affordability,0.4175659716129303
885,3.,Governance - Competitive_Behavior,0.146579697728157
886,Average Monthly Headcount = (Total of Headcounts for January 2022 through December 2022) / 12.,Governance - Systemic_Risk_Management,0.3928081393241882
887,"The number of employees at Pfizer who are actively working and are paid directly by the company, or those on leave for 6 months or less and  eligible for benefits available to Pfizer employees in the country of their employment or hired without an actual expected termination date.",Social - Labor_Practices,0.904600203037262
888,"56 Pfizer 2022 ESG Report Performance Pfizer  — Continued  Colleague Health & Safety’ 2020 2021 2022  Total Injury Rate (TIR)* 0.27 0.30 0,29  Lost Time Injury Rate (LTIR)?",Social - Employee_Health_And_Safety,0.983991265296936
889,"0.13 0.14 0.12  Fatalities* 0 0 0  1 To facilitate consistent reporting practices, Pfizer applies the U.S.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.5472636818885803
890,Occupational Safety and Health Administration Recordkeeping Requirements as its global reporting standard.,Social - Employee_Health_And_Safety,0.9795976281166076
891,2.,Governance - Competitive_Behavior,0.1579564213752746
892,Injuries or illnesses per 100 colleagues.,Social - Employee_Health_And_Safety,0.97907155752182
893,3.,Governance - Competitive_Behavior,0.146579697728157
894,Injuries or illnesses resulting in time away from work per 100 colleagues.,Social - Employee_Health_And_Safety,0.980782389640808
895,4 Work-related injuries or illnesses that led to loss of life.,Social - Employee_Health_And_Safety,0.9821604490280152
896,"57 Pfizer 2022 ESG Report Performance  2020 2021 2022  Ethics, Transparency, Quality  Ensuring quality and patient safety during clinical trials  Products listed on FDA’s MedWatch List  Fatalities as reported in FDA Adverse Event Reporting System  Code of ethics governing the promotion of off-label use of products  Code of ethics governing interactions with healthcare providers  Alerts of risks associated with counterfeit products  Counterfeit drug process for maintaining traceability 2020 ESG Report -  Governance Narrative  FDA’s MedWatch List  FDA AE Reporting System 2021 ESG Report -  Governance Narrative 2022 ESG Report -  Governance Narrative  — | al  2020 ESG Report -  Governance Narrative  2020 ESG Report -  Governance Narrative  2020 ESG Report -  Governance Narrative  2020 ESG Report -  Governance Narrative 2021 ESG Report -  Governance Narrative  2021 ESG Report -  Governance Narrative  2021 ESG Report -  Governance Narrative  2021 ESG Report -  Governance Narrative — | al  2022 ESG Report -  Governance Narrative  2022 ESG Report -  Governance Narrative  2022 ESG Report -  Governance Narrative  2022 ESG Report -  Governance Narrative  Accountability  Proportion of women on Board of Directors’  1 Pfizer's Board of Directors  58 Pfizer 2022 ESG Report 4 out of 12  Performance 4 out of 12 4 out of 12  eS Pfizer  Allocation of the Net Proceeds from the 2020 Sustainability Bond  In March 2020, Pfizer issued the biopharmaceutical industry's first Sustainability Bond, which raised a total of $1.25 billion notional, resulting in approximately $1.24 billion of net proceeds.",Governance - Business_Ethics,0.8481953740119934
897,"In  accordance with the Use of Proceeds defined on pages S-6 and S-7 of the Prospectus Supplement dated March 25, 2020, the proceeds were allocated to new projects and projects that had received  funding in the three years prior to the issuance of the March 2020 Sustainability Bond as follows: (1) to help manage our environmental impact by supporting more environmentally efficient design  and the construction of new office and manufacturing facilities, (2) to support increased patient access to Pfizer's medicines and vaccines, especially among underserved populations, and (3) to  help strengthen healthcare systems.",Social - Access_And_Affordability,0.9379042387008668
898,"As of December 31, 2022, the net proceeds of approximately $1.24 billion from the March 2020 Sustainability Bond were fully allocated, funding a portion of the  aggregate spend of $1.275 billion.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.7639016509056091
899,A breakdown of the specific allocation of funds can be found in the table below.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.7136656641960144
