esg_text,labels
"We  evaluated the financial impacts of climate change on LG Electronics using a five-point scale — High, Medium-High, Medium, Medium-Low, and Low — by applying the risk assessment criteria outlined in the CDP” methodology, a leading  disclosure guideline.",[' Social - Privacy Protection']
"1) CDP (Carbon Disclosure Project): An international nonprofit organization that sets standards for companies, cities, states, regions, and public institutions to disclose their environmental impacts.",['No Label']
": : : : Financial : : Risk Classification Details Impact Period Impact on LG Electronics Response Plans  As a company subject to the Korean GHG emissions trading system, LG Electronics , os ,  .",['Governance - Board Diversity']
company SUP) _ .,['No Label']
Ing Sy ‘ .,['No Label']
LG Electronics conducts a GHG emissions cost analysis for  is obliged to purchase GHG emission credits to comply with the law in the event its .,['Governance - Board Diversity']
: or _ its existing assets and new assets related to increase GHG Increased cost of emissions exceed the GHG emissions allowance granted by the Korean government.,['Governance - Board Diversity']
_ : :  : _ f we : .,['No Label']
"emissions due to climate change, and reviews and manages purchasing emission .",['No Label']
LG Electronics may need to purchase credits in the future due to an increase in GHG .,['Governance - Board Diversity']
on .,['No Label']
Current .,['No Label']
_ High Short term _ .,['No Label']
company-wide policy risks based on the evaluation results.,['Governance - Risk & Crisis Management']
"In credits and GHG emissions emissions, which could occur due to the growth of the home appliances sector and a _ : .",['Governance - Board Diversity']
as tugs .,['No Label']
": : : addition, LG Electronics invests in technologies and facilities to  liabilities expansion of the automotive parts business, and may also face increased purchase costs rr .",['No Label']
":  , ; ro , , ; reduce GHG emissions in order to achieve the GHG reduction due to an increase in the price of GHG credits in Korea, which may affect its financial  .",['Governance - Board Diversity']
re targets set by the government.,['Social - Customer Relations']
soundness due to an increase in GHG emission liabilities.,['Governance - Board Diversity']
"Regulation  In the short term, LG Electronics is not expected to be directly  , , affected by the EU Carbon Border Adjustment Mechanism Climate change-related regulations at home and abroad, such as the Carbon Border yne oO) .",[' Social - Privacy Protection']
", ; 2) , ae ; , , (CBAM), which is scheduled to be implemented in October sks posed to business Adjustment Mechanism (CBAM)” and the increased obligation to disclose climate risks/ .",[' Social - Privacy Protection']
we .,['No Label']
"2023, However, in the long term, regulations are expected Emerging operations due to a lack of Medium Long term opportunities, are continuously being strengthened, and since LG Electronics operates a .",['Social - Customer Relations']
": : _ : to become more stringent, including an expanded scope Transition response to new policies number of overseas business sites, new regulations that emerging regulations in foreign oe ’ _  .",['Social - Customer Relations']
: ae : - .,['No Label']
"of application, and thus we are continuously reviewing and Risk countries may pose significant risks to business strategies and operations.",['Governance - Risk & Crisis Management']
managing new policies that may affect our business operations  through the ESG Committee.,['Environment - Climate Strategy']
"To meet legal requirements, LG Electronics is analyzing and  .",['Social - Customer Relations']
"Legal issues, including environmental lawsuits related to climate change, can have a responding to major legal risks related to climate change.",[' Social - Privacy Protection']
"LG Reduction in sales and So on ; a ; ; ; , ;  .",['No Label']
serious impact on LG Electronics’ reputation and brand image.,['No Label']
LG Electronics is obligated Electronics has completed the GHG inventory of all its business Legal adverse effects on High Short term .,['Governance - Board Diversity']
_ ae .,['No Label']
"transactions to report its GHG emissions and energy usage to the Korean government on an annual sites in compliance with government regulations, and submits  basis.",['Governance - Board Diversity']
GHG emissions statements and third-party assurance reports  every year.,['Governance - Board Diversity']
"Increased spending due to Customer demand for energy-efficient, low-carbon, environmentally conscious products os .",['Governance - Transparency & Reporting']
ae  .,['No Label']
a LG Electronics is continuously managing risks that may technology transfer and .,['Governance - Risk & Crisis Management']
"is growing, and the technologies to meet this demand are changing rapidly.",['No Label']
"In addition, : : : Technology High Short term arise from failures in technology transfer or new technology delays in new technology  development governments around the world are tightening energy efficiency standards for home  appliances, requiring the development of high-efficiency energy technologies.",['Governance - Sustainable Finance']
development related to climate change response.,[' Social - Privacy Protection']
"2) CBAM (Carbon Border Adjustment Mechanism): A system that identifies the amount of carbon emitted in the production process of six categories of goods (cement, steel, aluminum, fertilizer, chemicals and hydrogen, electricity) produced in non-EU countries and imported into the EU, and imposes a  carbon price on EU importers equal to the carbon price on the same goods if they had been produced in the EU.",['Social - Customer Relations']
"Risk Classification Details Impact Period Impact on LG Electronics Response Plans  Recently, customers and buyers in the market have  Decrease in increasingly been demanding the disclosure of information , , , , , a oly Deer g .",['Governance - Risk & Crisis Management']
"To proactively address market demands for climate change response, the Business Companies of LG Electronics existing products/ on carbon emissions and renewable energy use.",[' Social - Privacy Protection']
Failure to .,['Environment - Energy efficiency']
ye .,['No Label']
_ conduct relevant risk assessments and the ESG Committee manages company-wide risks.,['Governance - Risk & Crisis Management']
"Since 2021, LG Electronics services as a .",['No Label']
Long meet buyer requirements is a risk factor that can lead to .,['No Label']
oy net .,['No Label']
Market High .,['No Label']
“a .,['No Label']
has been implementing a mid- to long-term renewable energy transition plan to convert 60% of its electricity result of changes term lass of business opportunities.,['Governance - Sustainable Finance']
