esg_text,NER_Results
"IBM EEO-1  American  Indian or  Alaska  Native  Executive/Senior Officials and Managers 6  First/Mid-level Officials and Managers 12  Professionals 25  Technicians 1  Sales Workers 11  Administrative Support Workers —  Craft Workers —  Laborers and Helpers —  Service Workers —  Operatives —  Totals 55  Red Hat EEO-1  American  Indian or  Alaska  Native  Executive/Senior Officials and Managers —  First/Mid-level Officials and Managers 2  Professionals 1  Technicians —  Sales Workers —  Administrative Support Workers —  Craft Workers —  Laborers and Helpers —  Service Workers —  Operatives —  Totals 3 Female  Native  Hawaiian  Black or or Other  African Pacific Hispanic  American Islander White Asian or Latino  67 — 470 123 56  199 3 1,446 401 143  1,088 18 5,135 2,644 779  36 — 130 23 30  201 5 1,045 304 164  81 — 295 27 35  1,672 26 8,521 3,522 1,207  Female  Native  Hawaiian  Black or or Other  African Pacific Hispanic  American Islander White Asian or Latino  — — 15 1 1  35 — 365 47 21  132 2 957 267 84  9 — 183 13 12  11 — 37 5 4  187 2 1,557 333 122 Two or  More  Races  Two or  More  Races  43 American  Indian or  Alaska  Native  American  Indian or  Alaska  Native  13 Black or  African  American  1,378  Black or  African  American  232 Hawaiian  or Other  Pacific  Islander White Asian  3 912 306  8 2,862 1,072  43 12,009 4,969  5 930 112  6 3,212 724  4 115 6  66 20,040 7,189  Native  Hawaiian  or Other  Pacific  Islander White Asian  — 51 8  — 675 93  4 2,553 500  3 543 57  — 5 2  7 3,827 660 Hispanic  or Latino  1,503  2,423  Hispanic  or Latino  301 Native  20 2,172  97 6,731  258 30,031  8 1,640  37 6,485  2 602  422 47,661  Two or  More  Races  — 78  13 1,325  98 5,048  19 899  1 68  131 7,418  Data includes all U.S.","{'numbers': ['6  ', '12', '25', '11', '55', '2', '470', '123 56', '199', '779', '130', '1,045', '295', '1,672', '15', '47', '21', '132 2', '183', 'Two', '43', '1,378', '232', '3', '6 3,212', '7,189', '51', '675', '5 2', '7 3,827', '660', '1,503', '2,423', '97 6,731', '8 1,640', '2 602', 'Two', '78  13 1,325', '98 5,048', '131 7,418'], 'metrics': ['1  '], 'dates': ['23 30', '27 35', '13 12  11', '1 68']}"
th  Contents  Introduction  Governance  Environment  Appendix  IBM 2023  ESG Report Community  Development  Corporate social responsibility (CSR) has  been a hallmark of IBM’s culture for over  100 years.,
"During the past  year we have launched, expanded, and  enhanced innovative social impact  programs that are driving greater  global impact.","{'numbers': [], 'metrics': [], 'dates': ['the past  year']}"
More than  8 out of 10  employees believe IBM makes a positive  impact in the community.,"{'numbers': ['More than  8', '10'], 'metrics': [], 'dates': []}"
"IBM’s social impact programs aim to address complex societal challenges by utilizing our technologies and  our greatest strength, our employees.",
- Weare committed to skilling 30 million individuals by 2030.,"{'numbers': ['30 million'], 'metrics': [], 'dates': ['2030']}"
"- Since 2021, over 11.5 million learners have engaged with free IBM training content.","{'numbers': ['over 11.5 million'], 'metrics': [], 'dates': ['2021']}"
"- In 2023, we announced that we will train two million learners in AI by the end of 2026, witha  focus on historically underrepresented communities in the technology industry.","{'numbers': ['two million'], 'metrics': [], 'dates': ['2023', 'the end of 2026']}"
"- Inaddition, we are collaborating with 20 historically Black colleges and universities (HBCUs) to  establish IBM Cybersecurity Leadership Centers.","{'numbers': ['20'], 'metrics': [], 'dates': []}"
"- By the end of 2025, we expect to provide $30 million worth of cash, technology, and services  through our IBM Sustainability Accelerator to organizations helping populations vulnerable to  environmental threats.","{'numbers': [], 'metrics': ['$30 million'], 'dates': ['the end of 2025']}"
"In 2024, we announced up to an additional $45 million investment over  the next five years.","{'numbers': [], 'metrics': ['an additional $45 million'], 'dates': ['2024', 'the next five years']}"
{7  - IBM is progressing towards our goal of 4 million volunteer hours by 2025 with over 974K  volunteer hours recorded thus far.,"{'numbers': ['7', '974'], 'metrics': ['4 million volunteer hours'], 'dates': ['2025']}"
Governance  Environment  Appendix  IBM 2023  ESG Report Education & Skills  We believe the talent gap is one of the biggest challenges  facing businesses today and are taking bold action to help  close it through our social impact education programs.,"{'numbers': [], 'metrics': [], 'dates': ['today']}"
"In  2021, we committed to skill 30 million people by 2030.","{'numbers': ['30 million'], 'metrics': [], 'dates': ['2021', '2030']}"
"Since then, over 11.5 million learners have  engaged with free IBM training content through our  combined education initiatives.","{'numbers': ['over 11.5 million'], 'metrics': [], 'dates': []}"
"In 2023, as part of this  goal, we committed to train 2 million learners in AI by the  end of 2026.","{'numbers': ['2 million'], 'metrics': [], 'dates': ['2023', '2026']}"
"Through our social impact education programs, IBM is  meeting the needs of different learners while providing  education and digital credentials.",
"The program serves  learners around the world and offers over 1,000 courses In  over 20 different languages on AI, cybersecurity, data  analysis, cloud computing and many other technical  disciplines in addition to workplace skills.","{'numbers': ['over 1,000', 'over 20'], 'metrics': [], 'dates': []}"
"Last year, IBM SkillsBuild added a new selection of  generative AI courses as part of our new AI training  commitment and launched a new sustainability curriculum  to help equip the next generation of leaders with skills for  the green economy through free training that connects  cutting edge technologies to ecology and climate change.","{'numbers': [], 'metrics': [], 'dates': ['Last year']}"
"IBM’s STEM for Girls initiative, designed to foster a robust  STEM ecosystem for the upcoming generation of women in  India, was more deeply integrated into IBM SkillsBuild in  2023.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
HBCU Cybersecurity Leadership Centers  IBM has collaborated with over 20 HBCUs to create IBM  Cybersecurity Leadership Centers that are advancing  STEM-based opportunities for students.,"{'numbers': ['20'], 'metrics': [], 'dates': []}"
"P-TECH®  In 2011, IBM co-created P-TECH as an innovative high  school model incorporating post-secondary pathways and  workplace experiences aligned to career readiness.","{'numbers': [], 'metrics': [], 'dates': ['2011']}"
"Today,  it has evolved into a successful, global, open model with an  ecosystem of education partners.","{'numbers': [], 'metrics': [], 'dates': ['Today']}"
"Since 2021, over  learners have 1 1 o M engaged with free  ° IBM training  content.","{'numbers': ['1 1'], 'metrics': [], 'dates': ['2021']}"
"Governance  Environment  Appendix  IBM 2023  ESG Report Sustainability  We believe the power of science, technology and  innovation can help tackle environmental issues while  serving the communities exposed to environmental  hazards.",
"IBM Sustainability Accelerator  The IBM Sustainability Accelerator is a pro bono social  impact program that applies IBM technologies, such as  hybrid cloud and AI, and expertise to enhance and scale  nonprofit and government organization solutions, helping  populations especially vulnerable to environmental  threats.",
"Each year, we Select five organizations to  participate in cohorts centered around different  sustainability topics.","{'numbers': ['five'], 'metrics': [], 'dates': ['Each year']}"
"Since its launch in 2021, the program  has made significant progress.","{'numbers': [], 'metrics': [], 'dates': ['2021']}"
"Last year, the program joined the U.S.","{'numbers': [], 'metrics': [], 'dates': ['Last year']}"
"government's  PREPARE Call to Action and VACS Champions initiative, the  UN Water Action Agenda, the UN Climate Technology  Centre and Network, and formed a UN Energy Compact.",
"At the beginning of 2024, building on top of our goal to  provide $30 million in cash, technology, and services by  the end of 2025 towards this program, we announced that  we plan to increase this goal by up to an additional $45  million over the next five years.","{'numbers': [], 'metrics': ['$30 million', 'an additional $45  million'], 'dates': ['the beginning of 2024', 'the end of 2025', 'the next five years']}"
"Since 2021, we have  invested nearly $11.7 million towards the IBM  Sustainability Accelerator.","{'numbers': [], 'metrics': ['nearly $11.7 million'], 'dates': ['2021']}"
"The IBM Sustainability Accelerator currently has three  active cohorts and, in 2024, announced our RFP for the  fourth cohort focused on resilient cities:  - Sustainable Agriculture: [In support of the UN SDG 2 to  end hunger, achieve food security and improved  nutrition and promote sustainable agriculture.","{'numbers': ['three', 'fourth', '2'], 'metrics': [], 'dates': ['2024']}"
"Focused  on helping smallholder farmers make agriculture more  sustainable to increase their productivity and income,  consumer awareness and the development of more  sustainable markets.",
"Three out of the five projects from  the cohort concluded in 2023, with approximately  A0,000 direct beneficiaries.","{'numbers': ['Three', 'five', 'approximately  A0,000'], 'metrics': [], 'dates': ['2023']}"
