esg_text,NER_Results
We are  proud to share Pfizer’s progress on our ESG efforts in our  third formal report.,"{'numbers': ['third'], 'metrics': [], 'dates': []}"
"The  Board is committed to ongoing refreshment, as evidenced by the addition of five new  independent Directors since 2018.","{'numbers': ['five'], 'metrics': [], 'dates': ['2018']}"
"During 2022, the G&S Committee received updates from management concerning Pfizer's  ESG priorities and the company’s progress measured against related metrics and goals at  nearly every meeting and shared this information with the full Board.","{'numbers': [], 'metrics': [], 'dates': ['2022']}"
"In addition, the Board was Shantanu Narayen  informed of Pfizer's progress in achieving our diversity, equity, and inclusion goals and our Lead Independent Director  environmental priorities and milestones, including our aim to achieve the voluntary Net-Zero  Standard for greenhouse gas emissions by 2040.","{'numbers': [], 'metrics': [], 'dates': ['2040']}"
"At the Board level, we  6 Pfizer 2022 ESG Report Introduction Pfizer  of)  | See footnotes within the Performance section for more details.","{'numbers': ['6'], 'metrics': [], 'dates': []}"
"Net-Zero  Standard  Aiming to achieve by 2040,  which is 10 years earlier than  expectations of the standard  # |  Ranking among the largest  Pharma companies in the most  recent Global PatientView  Survey (#2 overall)  4 out of 12  members of the Board of  Directors are women  3 out of 12  members of the Board of  Directors are ethnically diverse.","{'numbers': ['4', '12', '3', '12'], 'metrics': ['2'], 'dates': ['2040', '10 years earlier']}"
7 Pfizer 2022 ESG Report Recognized at the  Leadership  Level  for our CDP Climate Change  Disclosure  43.1%  Representation for  women at VP+ levels globally  28.1%  Representation for U.S.,"{'numbers': ['7'], 'metrics': ['43.1%', '28.1%'], 'dates': ['2022']}"
"11%  Reduction in Scope 1 &  2 greenhouse gas (GHG)  emissions from 2019 baseline  44%  Pfizer New Molecular Entity  and novel biologic applications  approved by the FDA between  2018-2022 designated as  Breakthrough Therapies  Named one of the World’s  Most Ethical Companies by  Ethisphere for the second  year ina row  =] Pfizer  Underpinned by our core values, our ESG approach helps Pfizer deliver on our strategy and our purpose.","{'numbers': ['2'], 'metrics': ['11%', '44%'], 'dates': ['2019', 'second  year ina row']}"
"By taking proactive, collaborative steps to advance ESG at Pfizer, we can help improve health outcomes, build trust, create shared value,  and make a positive impact on society for years to come.","{'numbers': [], 'metrics': [], 'dates': ['years']}"
"Pfizer's 6 ESG Priorities  ¢ Product innovation: Reducing cycle times, increasing success rates, and getting more breakthroughs into the hands of patients sooner  ¢ Equitable access and pricing: Expanding affordable access to our breakthrough medicines and vaccines, and protecting people from the burden of infectious and  other diseases  ¢ Product quality and safety: Maintaining a quality culture to ensure the highest priority is placed on the safety, efficacy and reliability of our products, the safety  of our patients and consumers, the quality of data supporting regulatory submissions, and interactions with our stakeholders  ¢ Business ethics: Exercising strong corporate governance and risk management practices to promote the long term interests of our stakeholders  ¢ Diversity, equity, and inclusion: Creating opportunities to advance diversity, equity, and inclusion across our workforce, those with whom we do business, and  society at large  * Climate change: Taking action to reduce our greenhouse gas emissions and mitigate risks associated with a changing climate  Governance  * Business ethics  * Product quality and safety Environment Social  ey * Climate change * Product innovation  * Equitable access and pricing  * Diversity, equity, and inclusion  8 Pfizer 2022 ESG Report Introduction Pfizer  Advancing our ESG performance is an interconnected effort requiring cross-company alignment and collaboration.","{'numbers': ['6', '8'], 'metrics': [], 'dates': []}"
"to help underserved patient communities, such as those with sickle cell disease, as well as expanded access programming through An Accord  for a Healthier World—we more purposefully integrated ESG into our ways of working in 2022, including strategic decisions, business operations, and governance, to  create greater ownership of impact at all levels.","{'numbers': [], 'metrics': [], 'dates': ['2022']}"
"In 2023, we aim to further integrate ESG into our corporate strategy, reinforcing our commitment to being a purpose-  driven organization.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"For example, in  our financing strategy, we were the first U.S.","{'numbers': ['first'], 'metrics': [], 'dates': []}"
"biopharmaceutical company to include ESG Key Performance Indicator (KPI)-linked metrics in our $7 billion, five-year  revolving credit facility.","{'numbers': [], 'metrics': ['$7 billion'], 'dates': ['five-year']}"
"ESG  ESG priority areas Core values - priority  areas  * Product innovation * Courage  * Equitable access and pricing * Excellence  * Product quality and safety * Equity  * Business ethics * Joy  * Diversity, equity, and inclusion  * Climate change Purpose  Breakthroughs that change patients’ lives  9 Pfizer 2022 ESG Report Introduction Pfizer  In 2020, we led an in-depth priority assessment that helped map ESG issues and their relative impact on our business and expectations of our stakeholders.","{'numbers': ['9'], 'metrics': [], 'dates': ['2020']}"
"We  identified 30 priority topics and mapped these to our six ESG priority areas, which in turn closely align to our corporate strategy, as well as the risks and opportunities  identified with our Enterprise Risk Management (ERM) approach.","{'numbers': ['30', 'six'], 'metrics': [], 'dates': []}"
These six priority issues are consistent with our values and our patient-centric approach.,"{'numbers': ['six'], 'metrics': [], 'dates': []}"
"In 2022, we continued to engage a variety of stakeholders—including patients, caregivers, investors, colleagues, and partners—to better understand their changing  needs, interests and expectations of Pfizer.","{'numbers': [], 'metrics': [], 'dates': ['2022']}"
"¢ Product quality and safety  ¢ Business ethics  ¢ Diversity, equity, and inclusion  « Climate change  10 Pfizer 2022 ESG Report Introduction Pfizer  — Continu ed Governance > Performance > Appendix >  VERY  HIGH  Importance to stakeholders s) Health care infrastructure  s Health, safety, well-being  Partnerships Clinical trials  Board diversity Patient-cenetered design  Water scarcity and discharge Supply chain transparency  Waste management Human rights  Lobbying Environment and health  Product end-of-life  Disease prevention Retention and attraction  Employee development Reliable supply  Global community investment Pharmaceuticals in the environment  Laws and regulation compliance  Right incentives Product innovation  Equitable access and pricing  Product quality and safety  Colleague diversity, equity, and inclusion ]  ®  ®  © Business ethics  ®  = Climate change  ce Transparency  Cy IP protection  © Data privacy  LOWER Significance of impact to Pfizer’s business  11 Pfizer 2022 ESG Report Introduction VERY  HIGH Prioritize Topics that we give the oT most prominence to  Manage Topics that we actively  manage as a business  Monitor Topics that we  monitor for a change in  relative importance  E Environment  S Social  G Governance  eS Pfizer  — Continued  Esl  Goal Setting  12 Pfizer 2022 ESG Report Based on our six ESG priority areas, we have identified, set and communicated public ESG goals  so that our stakeholders understand how we are measuring success.","{'numbers': ['10', '11', '12', 'six'], 'metrics': [], 'dates': []}"
"For example, with regards to our climate change goal, we aim to achieve the voluntary Net-Zero  Standard by 2040, ten years earlier than the expectations of the Standard.","{'numbers': [], 'metrics': [], 'dates': ['2040', 'ten years earlier']}"
This goal informs our aim  to reduce our company emissions by 95 percent and our value chain emissions by 90 percent from  2019 levels by 2040.,"{'numbers': [], 'metrics': ['95 percent', '90 percent'], 'dates': ['2019', '2040']}"
"With regards to our Diversity, Equity and Inclusion goal, by 2025 we aim to achieve global workforce  parity of 47 percent for women at the Vice President+ level, and 32 percent for U.S.","{'numbers': [], 'metrics': ['47 percent', '32 percent'], 'dates': ['2025']}"
"Each one brings a unique perspective to the table, and we collaborate with them at various levels to inform our ESG strategy  and make a positive impact internally and externally.","{'numbers': ['one'], 'metrics': [], 'dates': []}"
"13 Pfizer 2022 ESG Report Introduction As part of this, we engage with patients and patient advocacy groups to listen,  learn, collaborate, and address areas of unmet patient need and to incorporate  their perspectives before we launch our medicines and vaccines.","{'numbers': ['13'], 'metrics': [], 'dates': []}"
"In 2022, Pfizer's Global Patient Advocacy Team engaged more than 1,800 global  patient advocacy organizations across North America, Europe, Latin America, and  Asia through trainings, workshops, and webinars focused on health policy issues,  capacity building, patient centricity, and patient education and information.","{'numbers': ['more than 1,800'], 'metrics': [], 'dates': ['2022']}"
"In 2022, we also hosted our second annual event, Patients in Focus, which  recognizes the influence that patients have on every facet of our work.","{'numbers': ['second'], 'metrics': [], 'dates': ['2022', 'annual']}"
"14 Pfizer 2022 ESG Report Introduction Governments, policymakers, and regulators  We engage policymakers and regulators to understand shifting external and  regulatory landscapes to help ensure that issues facing our company and our  commitment to breakthroughs that change patients’ lives are communicated.","{'numbers': ['14'], 'metrics': [], 'dates': []}"
"We  have consistent, two-way dialogue with policymakers through targeted one-on-  one engagement and through trade association and industry bodies alongside  biopharmaceutical peers to help guide our medicines from the laboratory to  patients.","{'numbers': ['two', 'one', 'one'], 'metrics': [], 'dates': []}"
